,Age Group,Age,Education,Marital_Status,Income Group,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Children,Month,Year,TotalPurchases,TotalProducts,AtLeast1Cmp
1909,Young Adult,34,Master,Married,Low Income,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,0,1,9,2013,4,51,1
1910,Middle Aged,54,Master,Together,High Income,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,4,2014,21,1263,0
1911,Middle Aged,44,Graduation,Single,Upper Middle,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,11,2012,20,1490,1
1912,Middle Aged,43,Master,Together,High Income,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,10,2012,23,1564,0
1913,Middle Aged,47,Graduation,Married,High Income,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,8,2012,15,1815,1
1914,Middle Aged,51,PhD,Widow,Upper Middle,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,1,2013,25,1198,0
1915,Middle Aged,46,Graduation,Single,Upper Middle,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,8,2012,16,416,1
1916,Young Adult,24,Graduation,Married,Low Income,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,2,2013,5,85,0
1917,Young Adult,33,PhD,Single,Lower Middle,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,1,5,2013,6,47,0
1918,Young Adult,38,Graduation,Single,Low Income,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,2,2013,7,137,0
1919,Middle Aged,49,PhD,Together,Low Income,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,2,12,2012,3,21,0
1920,Young Adult,37,Master,Single,Low Income,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,1,6,2014,5,70,0
1921,Middle Aged,42,Master,Married,High Income,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,1,1,2014,20,909,0
1922,Middle Aged,58,Graduation,Single,High Income,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,0,10,2012,22,1676,1
1923,Old Adult,71,Master,Single,High Income,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,10,2013,25,1735,1
1924,Middle Aged,55,Graduation,Single,High Income,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,1,2,1,2013,27,1191,0
1925,Young Adult,37,Master,Married,Low Income,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,1,9,2013,4,24,0
1926,Middle Aged,45,PhD,Married,Upper Middle,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,11,2012,17,1182,1
1927,Middle Aged,44,Graduation,Married,High Income,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,6,2013,13,1280,0
1928,Middle Aged,57,Graduation,Single,Upper Middle,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,11,2012,18,1336,0
1929,Middle Aged,49,Master,Married,Upper Middle,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,2,6,2013,19,749,0
1930,Middle Aged,40,PhD,Married,Upper Middle,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,2,11,2013,6,91,0
1931,Old Adult,67,PhD,Married,Upper Middle,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,1,9,2013,13,414,0
1932,Young Adult,32,Master,Married,Low Income,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,0,1,1,2014,6,44,0
1933,Middle Aged,46,Master,Married,Low Income,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,0,2,4,2014,6,63,0
1934,Old Adult,63,Graduation,Married,High Income,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,0,1,4,2013,21,901,0
1935,Young Adult,39,Master,Together,Low Income,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,0,2,9,2012,4,38,0
1936,Middle Aged,58,PhD,Single,Upper Middle,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,0,1,3,2013,15,455,0
1937,Old Adult,65,PhD,Widow,Upper Middle,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,0,1,11,2012,21,775,0
1938,Middle Aged,55,Master,Married,Low Income,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,1,3,2014,3,15,0
1939,Middle Aged,41,Graduation,Married,Low Income,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,0,1,8,2013,5,38,0
1940,Young Adult,30,PhD,Married,High Income,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,0,0,2,2014,21,1512,1
1941,Old Adult,64,Graduation,Together,Low Income,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,0,1,1,2013,4,43,0
1942,Young Adult,37,Graduation,Single,Low Income,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,0,1,8,2012,4,42,0
1943,Young Adult,30,Graduation,Married,High Income,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,4,2014,22,1089,0
1944,Young Adult,38,Master,Married,Low Income,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,0,1,9,2012,7,162,0
1945,Old Adult,63,Graduation,Widow,High Income,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,2,2013,17,1272,0
1946,Young Adult,32,Graduation,Married,Upper Middle,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,11,2012,18,1173,0
1947,Middle Aged,40,Master,Married,High Income,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,0,1,6,2014,21,816,0
1948,Middle Aged,46,Graduation,Single,Lower Middle,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,0,2,3,2013,6,74,0
1949,Old Adult,60,Graduation,Together,Lower Middle,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,1,2,2013,7,134,0
1950,Old Adult,74,PhD,Single,Upper Middle,51141.0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,7,2013,8,157,0
1951,Young Adult,38,Graduation,Married,Upper Middle,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,0,1,9,2013,16,561,0
1952,Old Adult,63,Graduation,Single,High Income,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,5,2014,18,1336,0
1953,Young Adult,38,PhD,Together,High Income,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,8,2012,22,2092,0
1954,Middle Aged,50,PhD,Single,Upper Middle,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,11,2013,15,463,0
1955,Old Adult,64,PhD,Widow,High Income,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,5,2014,16,1130,0
1956,Young Adult,38,Graduation,Together,Low Income,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,0,1,1,2014,4,20,0
1957,Middle Aged,58,Graduation,Single,Lower Middle,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,0,1,10,2012,13,377,1
1958,Young Adult,24,Graduation,Single,High Income,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,4,2013,27,1544,1
1959,Old Adult,64,PhD,Widow,Upper Middle,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,2,5,2014,7,138,0
1960,Middle Aged,49,Master,Married,High Income,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,0,1,7,2013,23,1012,0
1961,Middle Aged,52,PhD,Widow,High Income,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,0,0,7,2013,14,1766,1
1962,Young Adult,36,Graduation,Married,Lower Middle,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,0,2,6,2014,6,45,0
1963,Old Adult,62,Graduation,Single,Lower Middle,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,0,2,5,2013,7,161,0
1964,Middle Aged,48,Graduation,Divorced,Lower Middle,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,0,1,1,2014,7,144,0
1965,Old Adult,67,Graduation,Together,High Income,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,8,2013,25,1734,0
1966,Middle Aged,42,Graduation,Together,Upper Middle,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,0,1,10,2013,20,823,0
1967,Middle Aged,51,Graduation,Together,High Income,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,0,1,2,2014,26,1138,0
1968,Old Adult,65,Graduation,Widow,High Income,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,2,2013,20,1429,1
1969,Young Adult,36,Master,Together,High Income,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,0,0,1,2014,20,1371,1
1970,Middle Aged,48,Graduation,Divorced,Upper Middle,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,0,1,2,2013,14,982,1
1971,Young Adult,31,Graduation,Single,Lower Middle,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,0,1,3,2014,4,44,1
1972,Middle Aged,43,Graduation,Together,Low Income,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,2,1,2013,12,318,0
1973,Young Adult,39,Graduation,Married,Lower Middle,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,0,1,4,2013,14,434,0
1974,Middle Aged,43,Master,Married,Upper Middle,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,2,11,2013,9,198,0
1975,Middle Aged,45,Graduation,Married,Low Income,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,0,1,10,2013,25,359,0
1976,Middle Aged,51,Master,Married,Low Income,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,8,2012,16,576,0
1977,Middle Aged,46,PhD,Single,Lower Middle,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,0,2,9,2013,7,88,0
1978,Young Adult,35,Graduation,Married,Lower Middle,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,0,1,4,2014,5,63,0
1979,Young Adult,30,Master,Single,Low Income,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,0,1,12,2012,3,27,1
1980,Young Adult,30,Graduation,Married,Low Income,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,0,1,2,2013,8,193,0
1981,Middle Aged,40,PhD,Divorced,Low Income,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,9,2012,6,101,0
1982,Old Adult,63,Graduation,Married,High Income,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,2,2014,21,2211,1
1983,Middle Aged,52,Master,Married,Upper Middle,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,1,6,2013,7,140,0
1984,Young Adult,39,Graduation,Single,Upper Middle,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,0,2,2,2013,14,415,0
1985,Middle Aged,57,Graduation,Together,Low Income,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,0,1,12,2012,3,22,0
1986,Young Adult,36,Graduation,Married,Upper Middle,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,0,2,2,2013,10,263,0
1987,Young Adult,23,Graduation,Married,Upper Middle,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,6,2013,11,393,0
1988,Young Adult,28,Graduation,Married,Low Income,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,0,1,10,2013,7,147,0
1989,Middle Aged,58,Graduation,Married,Upper Middle,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,0,1,4,2014,14,443,0
1990,Middle Aged,51,PhD,Divorced,High Income,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,12,2013,18,1958,1
1991,Middle Aged,43,Master,Married,Lower Middle,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,0,1,3,2013,8,174,0
1992,Old Adult,67,Master,Single,High Income,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,10,2013,27,2217,1
1993,Middle Aged,56,Graduation,Single,High Income,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,4,2014,15,1691,1
1994,Middle Aged,54,Graduation,Together,Low Income,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,0,2,4,2013,4,25,0
1995,Young Adult,34,Master,Married,High Income,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,0,0,5,2014,21,809,1
1996,Young Adult,39,Graduation,Married,High Income,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,8,2012,15,895,1
1997,Young Adult,39,PhD,Together,Upper Middle,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,0,1,12,2012,15,484,0
1998,Middle Aged,41,PhD,Married,Low Income,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,0,1,1,2013,14,413,1
1999,Young Adult,34,Master,Single,Upper Middle,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,0,1,1,2014,11,331,0
2000,Middle Aged,44,Graduation,Single,Low Income,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,0,1,3,2013,4,25,0
2001,Middle Aged,47,PhD,Divorced,Low Income,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,0,1,12,2013,3,13,0
2002,Middle Aged,44,Graduation,Married,Low Income,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,0,1,9,2012,7,115,0
2003,Middle Aged,48,Graduation,Single,Low Income,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,6,2014,3,16,0
2004,Middle Aged,42,Master,Single,Lower Middle,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,2,9,2013,6,92,0
2005,Young Adult,37,Graduation,Married,Low Income,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,0,1,11,2013,5,52,0
2006,Middle Aged,44,Graduation,Married,Upper Middle,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,0,1,11,2012,20,1464,0
2007,Middle Aged,50,Graduation,Divorced,Lower Middle,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,0,1,2,2013,13,441,1
2008,Middle Aged,55,PhD,Divorced,High Income,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,0,1,9,2013,11,283,0
2009,Middle Aged,48,PhD,Together,Upper Middle,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,0,1,3,2014,20,747,0
2010,Middle Aged,56,Graduation,Divorced,High Income,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,5,2013,16,1870,0
2011,Young Adult,28,Graduation,Single,Lower Middle,39146.0,1,94,1,33,13,12,12,3,4,0,4,8,0,1,2,2013,8,165,0
2012,Young Adult,37,Graduation,Together,High Income,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,0,0,8,2013,23,1941,1
2013,Young Adult,33,Basic,Married,Low Income,34445.0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,1,2013,21,839,0
2014,Middle Aged,56,Graduation,Single,High Income,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,8,2012,24,1655,0
2015,Young Adult,39,Master,Married,Lower Middle,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,2,3,2013,3,23,0
2016,Young Adult,31,Graduation,Married,Lower Middle,36790.0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,3,2013,5,66,0
2017,Middle Aged,47,Graduation,Together,Low Income,27943.0,89,12,1,16,4,1,3,3,2,0,3,8,0,2,4,2013,5,37,0
2018,Old Adult,63,Graduation,Divorced,Low Income,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,1,2,3,2014,4,21,0
2019,Middle Aged,42,Graduation,Together,Low Income,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,0,3,9,2012,3,22,0
2020,Young Adult,36,Graduation,Together,Low Income,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,0,1,2,2014,6,78,0
2021,Young Adult,32,Master,Married,Lower Middle,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,0,1,4,2013,5,79,0
2022,Middle Aged,58,Graduation,Married,Lower Middle,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,0,2,1,2014,11,265,0
2023,Old Adult,62,Master,Married,High Income,77027.0,23,820,57,242,45,0,11,2,8,3,6,4,0,1,2,2014,17,1175,0
2024,Middle Aged,49,PhD,Married,High Income,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,0,1,2,2013,26,1305,0
2025,Young Adult,35,Master,Married,Low Income,32765.0,49,13,3,17,7,3,3,2,2,0,4,5,0,1,2,2014,6,46,0
2026,Middle Aged,49,Graduation,Together,Low Income,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,2,3,2013,3,25,0
2027,Old Adult,61,Graduation,Divorced,Low Income,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,10,2013,4,46,0
2028,Old Adult,65,Master,Together,Lower Middle,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,0,1,9,2012,22,874,1
2029,Young Adult,29,Master,Together,Low Income,7500.0,98,5,17,17,13,14,34,4,2,1,3,9,0,1,8,2012,6,100,0
2030,Old Adult,67,PhD,Widow,High Income,68117.0,80,618,44,215,0,17,36,2,11,8,4,6,0,1,3,2013,23,930,1
2031,Middle Aged,59,Graduation,Married,Upper Middle,67225.0,4,315,35,322,46,7,143,3,7,2,11,5,0,1,11,2013,20,868,0
2032,Young Adult,38,Graduation,Married,Low Income,17649.0,70,15,1,23,0,5,1,3,3,0,3,8,0,1,11,2013,6,45,0
2033,Young Adult,39,Graduation,Together,Upper Middle,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,0,1,4,2013,25,1260,0
2034,Young Adult,30,Graduation,Married,Lower Middle,40059.0,82,110,29,92,28,10,145,1,6,2,3,8,0,1,9,2013,11,414,1
2035,Old Adult,64,Graduation,Together,Upper Middle,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,0,1,12,2013,13,392,0
2036,Young Adult,37,Graduation,Married,High Income,75330.0,94,555,82,257,93,61,61,4,10,3,12,6,0,2,10,2012,25,1109,0
2037,Old Adult,63,Graduation,Single,Upper Middle,60689.0,23,240,90,216,63,6,24,4,4,4,10,3,0,1,6,2013,18,639,0
2038,Young Adult,30,Graduation,Married,Lower Middle,38680.0,97,11,0,36,15,5,12,1,2,0,3,7,0,1,3,2013,5,79,0
2039,Young Adult,32,Graduation,Together,Upper Middle,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,0,0,2,2013,23,1665,1
2040,Young Adult,23,Graduation,Single,Lower Middle,49767.0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,5,2013,17,692,0
2041,Middle Aged,44,Graduation,Single,High Income,83273.0,98,433,89,650,16,102,102,10,4,6,9,7,0,3,9,2012,19,1392,0
2042,Young Adult,33,Graduation,Married,Low Income,29009.0,19,6,6,15,10,5,2,2,2,0,3,6,0,1,11,2013,5,44,0
2043,Young Adult,35,Master,Married,Lower Middle,45057.0,80,37,0,7,3,0,3,1,2,0,3,5,0,1,12,2013,5,50,0
2044,Middle Aged,43,Graduation,Married,Lower Middle,37150.0,80,167,37,64,49,34,116,8,4,3,6,7,0,1,9,2012,13,467,0
2045,Middle Aged,44,Graduation,Single,Lower Middle,43020.0,79,45,7,99,4,25,43,3,4,1,4,6,0,1,11,2013,9,223,0
2046,Middle Aged,55,Graduation,Married,Upper Middle,53154.0,50,129,0,21,0,1,7,1,3,1,4,4,0,1,6,2014,8,158,0
2047,Middle Aged,41,Graduation,Married,Upper Middle,65308.0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,9,2013,27,1211,1
2048,Middle Aged,44,Graduation,Single,High Income,76467.0,44,676,161,426,210,44,58,2,2,5,5,6,0,1,8,2012,12,1575,0
2049,Old Adult,67,Master,Married,High Income,81044.0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,12,2013,21,1208,0
2050,Old Adult,63,Graduation,Married,Low Income,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,0,2,3,2013,4,43,0
2051,Young Adult,39,Graduation,Single,Upper Middle,55801.0,35,367,4,51,6,4,95,6,7,2,6,7,0,2,9,2013,15,527,1
2052,Middle Aged,55,Graduation,Widow,High Income,76320.0,49,526,35,214,69,53,35,2,6,3,4,2,0,1,6,2014,13,932,0
2053,Middle Aged,59,Master,Single,Lower Middle,36927.0,46,51,0,16,0,0,4,2,3,0,3,8,0,2,6,2014,6,71,0
2054,Old Adult,61,Graduation,Together,Lower Middle,48794.0,97,25,0,11,3,0,15,1,1,0,3,4,0,2,6,2014,4,54,0
2055,Middle Aged,49,Graduation,Single,Low Income,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,3,2013,6,129,0
2056,Middle Aged,41,Graduation,Divorced,High Income,71128.0,80,958,159,447,20,0,31,3,2,10,12,7,0,1,10,2012,24,1615,0
2057,Young Adult,38,PhD,Divorced,High Income,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,1,7,2013,23,1034,0
2058,Old Adult,64,Graduation,Married,Upper Middle,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,0,1,1,2013,23,1088,0
2059,Middle Aged,45,Master,Together,Upper Middle,51622.0947845805,52,375,42,48,94,66,96,7,4,10,4,3,0,2,5,2013,18,721,0
2060,Middle Aged,45,Graduation,Together,Lower Middle,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,1,12,2013,7,137,0
2061,Young Adult,33,PhD,Single,Upper Middle,51622.0947845805,82,23,0,15,0,2,7,2,3,0,3,6,0,1,5,2013,6,47,0
2062,Young Adult,32,PhD,Together,High Income,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,10,2013,16,1244,0
2063,Young Adult,36,Graduation,Together,Lower Middle,42554.0,93,29,1,11,0,0,0,2,2,0,3,4,0,2,1,2013,5,41,0
2064,Middle Aged,40,Graduation,Married,Upper Middle,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,1,8,2012,27,1174,0
2065,Old Adult,63,Graduation,Widow,Upper Middle,67046.0,92,544,35,133,23,151,107,2,4,5,4,2,0,1,1,2013,13,993,0
2066,Old Adult,66,Graduation,Married,Lower Middle,42192.0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,9,2013,6,100,0
2067,Old Adult,62,PhD,Married,High Income,77610.0,70,1245,33,332,21,33,16,2,4,7,4,7,0,1,10,2012,15,1680,0
2068,Young Adult,30,Graduation,Married,Low Income,31761.0,96,19,1,20,16,14,28,2,3,0,4,5,0,1,4,2014,7,98,0
2069,Young Adult,35,Graduation,Together,Low Income,34350.0,81,16,3,15,2,1,11,1,1,0,3,7,0,1,10,2013,4,48,0
2070,Old Adult,65,Graduation,Together,Upper Middle,54591.0,63,376,4,94,12,9,24,3,6,2,8,5,0,1,8,2013,16,519,0
2071,Middle Aged,58,Graduation,Married,High Income,71866.0,85,184,178,178,103,39,33,1,6,3,10,3,0,1,12,2013,19,715,0
2072,Middle Aged,45,Graduation,Married,Low Income,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,1,9,2013,4,37,0
2073,Young Adult,27,PhD,Single,Lower Middle,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,1,2013,18,653,0
2074,Young Adult,31,Graduation,Married,High Income,69520.0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,7,2013,20,1455,0
2075,Middle Aged,44,Graduation,Divorced,Upper Middle,64713.0,11,180,60,241,13,54,54,2,5,5,7,4,0,1,2,2014,17,602,0
2076,Young Adult,37,Master,Married,Low Income,27889.0,42,14,0,4,0,0,8,1,1,1,2,6,0,1,7,2013,4,26,0
2077,Middle Aged,54,Basic,Widow,Low Income,22123.0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,3,2014,6,102,0
2078,Middle Aged,43,Graduation,Married,Upper Middle,51622.0947845805,82,71,1,16,0,0,9,4,2,1,3,8,0,2,3,2013,6,97,0
2079,Old Adult,60,Master,Together,Upper Middle,51622.0947845805,83,161,0,22,0,0,24,2,4,1,4,6,0,1,6,2013,9,207,0
2080,Middle Aged,41,Graduation,Married,Low Income,27803.0,40,8,26,46,38,9,49,2,3,0,4,8,0,1,8,2012,7,176,0
2081,Middle Aged,59,Graduation,Single,Upper Middle,51622.0947845805,95,264,0,21,12,6,147,3,6,1,5,7,0,1,10,2013,12,450,0
2082,Middle Aged,54,Graduation,Married,Upper Middle,51651.0,32,293,6,23,13,6,92,4,6,2,5,8,0,1,11,2012,13,433,0
2083,Young Adult,26,Graduation,Married,High Income,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,1,2013,29,1366,0
2084,Old Adult,71,Master,Widow,Upper Middle,51622.0947845805,75,532,126,490,164,126,126,1,5,5,11,1,0,0,10,2013,21,1564,1
2085,Middle Aged,45,Graduation,Married,Upper Middle,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,1,2,2013,24,1001,0
2086,Young Adult,22,Master,Married,High Income,87000.0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,12,2012,17,961,0
2087,Middle Aged,55,Graduation,Married,High Income,79823.0,6,835,73,380,114,73,43,1,6,9,7,2,0,1,3,2014,22,1518,1
2088,Young Adult,34,Graduation,Single,Low Income,30828.0,16,16,11,15,2,0,12,2,1,1,4,3,0,1,10,2013,6,56,0
2089,Middle Aged,43,Master,Married,Low Income,34109.0,39,9,1,5,2,1,4,1,0,0,3,4,0,1,11,2013,3,22,0
2090,Middle Aged,40,Master,Divorced,Upper Middle,53367.0,2,229,7,140,10,3,11,7,5,1,8,7,0,2,8,2013,14,400,0
2091,Middle Aged,45,Basic,Together,Low Income,22390.0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,10,2013,3,26,0
2092,Young Adult,38,Graduation,Together,High Income,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,0,1,5,2014,12,350,0
2093,Young Adult,21,Graduation,Single,High Income,79244.0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,12,2012,21,1216,1
2094,Old Adult,65,Master,Together,Lower Middle,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,0,1,9,2012,22,874,1
2095,Old Adult,64,PhD,Married,Lower Middle,48699.0,90,26,1,10,2,0,1,1,1,0,3,5,0,2,5,2013,4,40,0
2096,Young Adult,39,Graduation,Together,High Income,80144.0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,9,2013,18,1367,0
2097,Middle Aged,58,Graduation,Single,Upper Middle,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,0,2,5,2013,10,264,0
2098,Young Adult,38,Master,Married,High Income,81929.0,60,1486,55,278,49,0,185,2,4,4,10,6,0,1,9,2012,18,2053,1
2099,Young Adult,39,Graduation,Married,High Income,76068.0,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,11,2012,9,1376,1
2100,Young Adult,38,Master,Married,Upper Middle,53204.0,40,29,0,8,2,0,6,1,1,0,3,4,0,2,3,2014,4,45,0
2101,Old Adult,65,PhD,Together,Upper Middle,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,1,5,2014,24,976,0
2102,Young Adult,30,Master,Married,Low Income,14796.0,1,13,3,8,7,4,16,2,1,0,3,9,0,1,9,2012,4,51,0
2103,Middle Aged,40,PhD,Married,High Income,78128.0,89,934,24,230,16,24,36,2,8,4,6,3,0,1,2,2014,18,1264,1
2104,Middle Aged,42,Basic,Married,Low Income,14188.0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,2,2013,6,75,0
2105,Young Adult,28,Basic,Married,Low Income,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,1,10,2012,5,57,0
2106,Middle Aged,52,Master,Married,Upper Middle,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,1,6,2013,7,140,0
2107,Middle Aged,44,Graduation,Divorced,High Income,72967.0,1,158,35,179,0,0,125,2,7,2,8,5,0,1,12,2012,17,497,1
2108,Old Adult,65,Master,Married,Lower Middle,48150.0,24,173,2,39,3,2,47,3,5,1,4,7,0,1,6,2013,10,266,0
